CROP TYPE,SOIL TYPE,REGION,WEATHER CONDITION,WATER REQUIREMENT,temperature_min,temperature_max
WHEAT,WET,SEMI ARID,NORMAL,8.34,40,50
WHEAT,WET,SEMI ARID,SUNNY,9.84,40,50
WHEAT,WET,SEMI ARID,RAINY,0.34,40,50
WHEAT,WET,SEMI HUMID,NORMAL,4.0,10,20
WHEAT,WET,SEMI HUMID,SUNNY,5.5,10,20
WHEAT,WET,SEMI HUMID,RAINY,0.2,10,20
WHEAT,WET,SEMI HUMID,NORMAL,5.06,20,30
WHEAT,WET,SEMI HUMID,SUNNY,6.56,20,30
WHEAT,WET,SEMI HUMID,RAINY,0.3,20,30
WHEAT,WET,SEMI HUMID,NORMAL,6.04,30,40
WHEAT,WET,SEMI HUMID,SUNNY,7.56,30,40
WHEAT,WET,SEMI HUMID,RAINY,0.5,30,40
WHEAT,WET,SEMI HUMID,NORMAL,7.05,40,50
WHEAT,WET,SEMI HUMID,SUNNY,8.56,40,50
WHEAT,WET,SEMI HUMID,RAINY,0.8,40,50
WHEAT,WET,HUMID,NORMAL,2.48,10,20
WHEAT,WET,HUMID,SUNNY,3.98,10,20
WHEAT,WET,HUMID,RAINY,0.1,10,20
WHEAT,WET,HUMID,NORMAL,3.48,20,30
WHEAT,WET,HUMID,SUNNY,4.98,20,30
WHEAT,WET,HUMID,RAINY,0.1,20,30
WHEAT,WET,HUMID,NORMAL,4.48,30,40
WHEAT,WET,HUMID,SUNNY,5.98,30,40
WHEAT,WET,HUMID,RAINY,0.2,30,40
WHEAT,WET,HUMID,NORMAL,5.48,40,50
WHEAT,WET,HUMID,SUNNY,6.98,40,50
WHEAT,WET,HUMID,RAINY,0.3,40,50
MUSTARD,DRY,DESERT,NORMAL,6.12,10,20
MUSTARD,DRY,DESERT,SUNNY,7.62,10,20
MUSTARD,DRY,DESERT,RAINY,0.5,10,20
MUSTARD,DRY,DESERT,NORMAL,7.12,20,30
MUSTARD,DRY,DESERT,SUNNY,8.62,20,30
MUSTARD,DRY,DESERT,RAINY,0.8,20,30
MUSTARD,DRY,DESERT,NORMAL,8.12,30,40
MUSTARD,DRY,DESERT,SUNNY,9.62,30,40
MUSTARD,DRY,DESERT,RAINY,0.12,30,40
MUSTARD,DRY,DESERT,NORMAL,9.12,40,50
MUSTARD,DRY,DESERT,SUNNY,10.62,40,50
MUSTARD,DRY,DESERT,RAINY,1.12,40,50
MUSTARD,DRY,SEMI ARID,NORMAL,5.58,10,20
MUSTARD,DRY,SEMI ARID,SUNNY,7.08,10,20
MUSTARD,DRY,SEMI ARID,RAINY,0.3,10,20
MUSTARD,DRY,SEMI ARID,NORMAL,6.58,20,30
MUSTARD,DRY,SEMI ARID,SUNNY,8.08,20,30
MUSTARD,DRY,SEMI ARID,RAINY,0.5,20,30
MUSTARD,DRY,SEMI ARID,NORMAL,7.58,30,40
MUSTARD,DRY,SEMI ARID,SUNNY,9.08,30,40
MUSTARD,DRY,SEMI ARID,RAINY,0.8,30,40
MUSTARD,DRY,SEMI ARID,NORMAL,8.58,40,50
MUSTARD,DRY,SEMI ARID,SUNNY,10.08,40,50
MUSTARD,DRY,SEMI ARID,RAINY,0.58,40,50
MUSTARD,DRY,SEMI HUMID,NORMAL,4.86,10,20
MUSTARD,DRY,SEMI HUMID,SUNNY,6.36,10,20
MUSTARD,DRY,SEMI HUMID,RAINY,0.2,10,20
MUSTARD,DRY,SEMI HUMID,NORMAL,5.86,20,30
MUSTARD,DRY,SEMI HUMID,SUNNY,7.36,20,30
MUSTARD,DRY,SEMI HUMID,RAINY,0.3,20,30
MUSTARD,DRY,SEMI HUMID,NORMAL,6.86,30,40
MUSTARD,DRY,SEMI HUMID,SUNNY,8.36,30,40
MUSTARD,DRY,SEMI HUMID,RAINY,0.5,30,40
MUSTARD,DRY,SEMI HUMID,NORMAL,7.86,40,50
MUSTARD,DRY,SEMI HUMID,SUNNY,9.36,40,50
MUSTARD,DRY,SEMI HUMID,RAINY,0.8,40,50
MUSTARD,DRY,HUMID,NORMAL,3.96,10,20
MUSTARD,DRY,HUMID,SUNNY,5.46,10,20
MUSTARD,DRY,HUMID,RAINY,0.1,10,20
MUSTARD,DRY,HUMID,NORMAL,4.96,20,30
MUSTARD,DRY,HUMID,SUNNY,6.46,20,30
MUSTARD,DRY,HUMID,RAINY,0.2,20,30
MUSTARD,DRY,HUMID,NORMAL,5.96,30,40
MUSTARD,DRY,HUMID,SUNNY,7.46,30,40
MUSTARD,DRY,HUMID,RAINY,0.3,30,40
MUSTARD,DRY,HUMID,NORMAL,6.96,40,50
MUSTARD,DRY,HUMID,SUNNY,8.46,40,50
MUSTARD,DRY,HUMID,RAINY,0.5,40,50
MUSTARD,HUMID,DESERT,NORMAL,4.68,10,20
MUSTARD,HUMID,DESERT,SUNNY,6.18,10,20
MUSTARD,HUMID,DESERT,RAINY,0.2,10,20
MUSTARD,HUMID,DESERT,NORMAL,5.68,20,30
MUSTARD,HUMID,DESERT,SUNNY,7.18,20,30
MUSTARD,HUMID,DESERT,RAINY,0.3,20,30
MUSTARD,HUMID,DESERT,NORMAL,6.68,30,40
MUSTARD,HUMID,DESERT,SUNNY,8.18,30,40
MUSTARD,HUMID,DESERT,RAINY,0.5,30,40
MUSTARD,HUMID,DESERT,NORMAL,7.68,40,50
MUSTARD,HUMID,DESERT,SUNNY,9.18,40,50
MUSTARD,HUMID,DESERT,RAINY,0.8,40,50
MUSTARD,HUMID,SEMI ARID,NORMAL,4.14,10,20
MUSTARD,HUMID,SEMI ARID,SUNNY,5.64,10,20
MUSTARD,HUMID,SEMI ARID,RAINY,0.2,10,20
MUSTARD,HUMID,SEMI ARID,NORMAL,5.14,20,30
MUSTARD,HUMID,SEMI ARID,SUNNY,6.64,20,30
MUSTARD,HUMID,SEMI ARID,RAINY,0.3,20,30
MUSTARD,HUMID,SEMI ARID,NORMAL,6.14,30,40
MUSTARD,HUMID,SEMI ARID,SUNNY,7.64,30,40
MUSTARD,HUMID,SEMI ARID,RAINY,0.5,30,40
MUSTARD,HUMID,SEMI ARID,NORMAL,7.14,40,50
MUSTARD,HUMID,SEMI ARID,SUNNY,8.64,40,50
MUSTARD,HUMID,SEMI ARID,RAINY,0.8,40,50
MUSTARD,HUMID,SEMI HUMID,NORMAL,3.42,10,20
MUSTARD,HUMID,SEMI HUMID,SUNNY,4.92,10,20
MUSTARD,HUMID,SEMI HUMID,RAINY,0.1,10,20
MUSTARD,HUMID,SEMI HUMID,NORMAL,4.42,20,30
MUSTARD,HUMID,SEMI HUMID,SUNNY,5.92,20,30
MUSTARD,HUMID,SEMI HUMID,RAINY,0.2,20,30
MUSTARD,HUMID,SEMI HUMID,NORMAL,5.42,30,40
MUSTARD,HUMID,SEMI HUMID,SUNNY,6.92,30,40
MUSTARD,HUMID,SEMI HUMID,RAINY,0.3,30,40
MUSTARD,HUMID,SEMI HUMID,NORMAL,6.42,40,50
MUSTARD,HUMID,SEMI HUMID,SUNNY,7.92,40,50
MUSTARD,HUMID,SEMI HUMID,RAINY,0.5,40,50
MUSTARD,HUMID,HUMID,NORMAL,2.52,10,20
MUSTARD,HUMID,HUMID,SUNNY,4.02,10,20
MUSTARD,HUMID,HUMID,RAINY,0.1,10,20
MUSTARD,HUMID,HUMID,NORMAL,3.52,20,30
MUSTARD,HUMID,HUMID,SUNNY,5.02,20,30
MUSTARD,HUMID,HUMID,RAINY,0.1,20,30
MUSTARD,HUMID,HUMID,NORMAL,4.52,30,40
MUSTARD,HUMID,HUMID,SUNNY,6.02,30,40
MUSTARD,HUMID,HUMID,RAINY,0.2,30,40
MUSTARD,HUMID,HUMID,NORMAL,5.52,40,50
MUSTARD,HUMID,HUMID,SUNNY,7.02,40,50
MUSTARD,HUMID,HUMID,RAINY,0.3,40,50
MUSTARD,WET,DESERT,NORMAL,3.6,10,20
MUSTARD,WET,DESERT,SUNNY,5.1,10,20
MUSTARD,WET,DESERT,RAINY,0.1,10,20
MUSTARD,WET,DESERT,NORMAL,4.6,20,30
MUSTARD,WET,DESERT,SUNNY,6.1,20,30
MUSTARD,WET,DESERT,RAINY,0.2,20,30
MUSTARD,WET,DESERT,NORMAL,5.6,30,40
MUSTARD,WET,DESERT,SUNNY,7.1,30,40
MUSTARD,WET,DESERT,RAINY,0.3,30,40
MUSTARD,WET,DESERT,NORMAL,6.6,40,50
MUSTARD,WET,DESERT,SUNNY,8.1,40,50
MUSTARD,WET,DESERT,RAINY,0.5,40,50
MUSTARD,WET,SEMI ARID,NORMAL,3.06,10,20
MUSTARD,WET,SEMI ARID,SUNNY,4.56,10,20
MUSTARD,WET,SEMI ARID,RAINY,0.1,10,20
MUSTARD,WET,SEMI ARID,NORMAL,4.06,20,30
MUSTARD,WET,SEMI ARID,SUNNY,5.56,20,30
MUSTARD,WET,SEMI ARID,RAINY,0.2,20,30
MUSTARD,WET,SEMI ARID,NORMAL,5.06,30,40
MUSTARD,WET,SEMI ARID,SUNNY,6.56,30,40
MUSTARD,WET,SEMI ARID,RAINY,0.3,30,40
MUSTARD,WET,SEMI ARID,NORMAL,6.06,40,50
MUSTARD,WET,SEMI ARID,SUNNY,7.56,40,50
MUSTARD,WET,SEMI ARID,RAINY,0.5,40,50
MUSTARD,WET,SEMI HUMID,NORMAL,2.34,10,20
MUSTARD,WET,SEMI HUMID,SUNNY,3.84,10,20
MUSTARD,WET,SEMI HUMID,RAINY,0.1,10,20
MUSTARD,WET,SEMI HUMID,NORMAL,3.34,20,30
MUSTARD,WET,SEMI HUMID,SUNNY,4.84,20,30
MUSTARD,WET,SEMI HUMID,RAINY,0.1,20,30
MUSTARD,WET,SEMI HUMID,NORMAL,4.34,30,40
MUSTARD,WET,SEMI HUMID,SUNNY,5.84,30,40
MUSTARD,WET,SEMI HUMID,RAINY,0.2,30,40
MUSTARD,WET,SEMI HUMID,NORMAL,5.34,40,50
MUSTARD,WET,SEMI HUMID,SUNNY,6.84,40,50
MUSTARD,WET,SEMI HUMID,RAINY,0.3,40,50
MUSTARD,WET,HUMID,NORMAL,1.44,10,20
MUSTARD,WET,HUMID,SUNNY,3.0,10,20
MUSTARD,WET,HUMID,RAINY,0.1,10,20
MUSTARD,WET,HUMID,NORMAL,2.44,20,30
MUSTARD,WET,HUMID,SUNNY,4.0,20,30
MUSTARD,WET,HUMID,RAINY,0.1,20,30
MUSTARD,WET,HUMID,NORMAL,3.44,30,40
MUSTARD,WET,HUMID,SUNNY,5.0,30,40
MUSTARD,WET,HUMID,RAINY,0.1,30,40
MUSTARD,WET,HUMID,NORMAL,4.44,40,50
MUSTARD,WET,HUMID,SUNNY,6.0,40,50
MUSTARD,WET,HUMID,RAINY,0.2,40,50
COTTON,DRY,DESERT,NORMAL,8.75,10,20
COTTON,DRY,DESERT,SUNNY,10.25,10,20
COTTON,DRY,DESERT,RAINY,0.75,10,20
COTTON,DRY,DESERT,NORMAL,9.85,20,30
COTTON,DRY,DESERT,SUNNY,11.35,20,30
COTTON,DRY,DESERT,RAINY,0.85,20,30
COTTON,DRY,DESERT,NORMAL,10.75,30,40
COTTON,DRY,DESERT,SUNNY,12.25,30,40
COTTON,DRY,DESERT,RAINY,2.75,30,40
COTTON,DRY,DESERT,NORMAL,11.75,40,50
COTTON,DRY,DESERT,SUNNY,13.25,40,50
COTTON,DRY,DESERT,RAINY,3.75,40,50
COTTON,DRY,SEMI ARID,NORMAL,7.98,10,20
COTTON,DRY,SEMI ARID,SUNNY,9.4,10,20
COTTON,DRY,SEMI ARID,RAINY,0.25,10,20
COTTON,DRY,SEMI ARID,NORMAL,8.98,20,30
COTTON,DRY,SEMI ARID,SUNNY,10.4,20,30
COTTON,DRY,SEMI ARID,RAINY,0.98,20,30
COTTON,DRY,SEMI ARID,NORMAL,9.98,30,40
COTTON,DRY,SEMI ARID,SUNNY,11.4,30,40
COTTON,DRY,SEMI ARID,RAINY,1.98,30,40
COTTON,DRY,SEMI ARID,NORMAL,10.9,40,50
COTTON,DRY,SEMI ARID,SUNNY,12.4,40,50
COTTON,DRY,SEMI ARID,RAINY,2.7,40,50
COTTON,DRY,SEMI HUMID,NORMAL,6.95,10,20
COTTON,DRY,SEMI HUMID,SUNNY,8.45,10,20
COTTON,DRY,SEMI HUMID,RAINY,0.1,10,20
COTTON,DRY,SEMI HUMID,NORMAL,7.95,20,30
COTTON,DRY,SEMI HUMID,SUNNY,9.45,20,30
COTTON,DRY,SEMI HUMID,RAINY,0.5,20,30
COTTON,DRY,SEMI HUMID,NORMAL,8.95,30,40
COTTON,DRY,SEMI HUMID,SUNNY,10.45,30,40
COTTON,DRY,SEMI HUMID,RAINY,0.95,30,40
COTTON,DRY,SEMI HUMID,NORMAL,9.9,40,50
COTTON,DRY,SEMI HUMID,SUNNY,11.4,40,50
COTTON,DRY,SEMI HUMID,RAINY,1.9,40,50
COTTON,DRY,HUMID,NORMAL,5.65,10,20
COTTON,DRY,HUMID,SUNNY,7.15,10,20
COTTON,DRY,HUMID,RAINY,0.1,10,20
COTTON,DRY,HUMID,NORMAL,6.6,20,30
COTTON,DRY,HUMID,SUNNY,8.1,20,30
COTTON,DRY,HUMID,RAINY,0.3,20,30
COTTON,DRY,HUMID,NORMAL,7.68,30,40
COTTON,DRY,HUMID,SUNNY,8.18,30,40
COTTON,DRY,HUMID,RAINY,0.8,30,40
COTTON,DRY,HUMID,NORMAL,8.65,40,50
COTTON,DRY,HUMID,SUNNY,10.15,40,50
COTTON,DRY,HUMID,RAINY,0.65,40,50
COTTON,HUMID,DESERT,NORMAL,6.695,10,20
COTTON,HUMID,DESERT,SUNNY,8.2,10,20
COTTON,HUMID,DESERT,RAINY,0.6,10,20
COTTON,HUMID,DESERT,NORMAL,7.695,20,30
COTTON,HUMID,DESERT,SUNNY,9.2,20,30
COTTON,HUMID,DESERT,RAINY,0.8,20,30
COTTON,HUMID,DESERT,NORMAL,8.7,30,40
COTTON,HUMID,DESERT,SUNNY,10.2,30,40
COTTON,HUMID,DESERT,RAINY,0.7,30,40
COTTON,HUMID,DESERT,NORMAL,9.5,40,50
COTTON,HUMID,DESERT,SUNNY,11.0,40,50
COTTON,HUMID,DESERT,RAINY,1.5,40,50
COTTON,HUMID,SEMI ARID,NORMAL,5.92,10,20
COTTON,HUMID,SEMI ARID,SUNNY,7.42,10,20
COTTON,HUMID,SEMI ARID,RAINY,0.1,10,20
COTTON,HUMID,SEMI ARID,NORMAL,6.92,20,30
COTTON,HUMID,SEMI ARID,SUNNY,8.42,20,30
COTTON,HUMID,SEMI ARID,RAINY,0.5,20,30
COTTON,HUMID,SEMI ARID,NORMAL,7.92,30,40
COTTON,HUMID,SEMI ARID,SUNNY,9.42,30,40
COTTON,HUMID,SEMI ARID,RAINY,0.8,30,40
COTTON,HUMID,SEMI ARID,NORMAL,8.92,40,50
COTTON,HUMID,SEMI ARID,SUNNY,10.42,40,50
COTTON,HUMID,SEMI ARID,RAINY,0.92,40,50
COTTON,HUMID,SEMI HUMID,NORMAL,4.89,10,20
COTTON,HUMID,SEMI HUMID,SUNNY,6.39,10,20
COTTON,HUMID,SEMI HUMID,RAINY,0.1,10,20
COTTON,HUMID,SEMI HUMID,NORMAL,5.6,20,30
COTTON,HUMID,SEMI HUMID,SUNNY,7.1,20,30
COTTON,HUMID,SEMI HUMID,RAINY,0.2,20,30
COTTON,HUMID,SEMI HUMID,NORMAL,6.5,30,40
COTTON,HUMID,SEMI HUMID,SUNNY,8.1,30,40
COTTON,HUMID,SEMI HUMID,RAINY,0.5,30,40
COTTON,HUMID,SEMI HUMID,NORMAL,7.5,40,50
COTTON,HUMID,SEMI HUMID,SUNNY,9.0,40,50
COTTON,HUMID,SEMI HUMID,RAINY,0.8,40,50
COTTON,HUMID,HUMID,NORMAL,3.65,10,20
COTTON,HUMID,HUMID,SUNNY,5.15,10,20
COTTON,HUMID,HUMID,RAINY,0.1,10,20
COTTON,HUMID,HUMID,NORMAL,4.65,20,30
COTTON,HUMID,HUMID,SUNNY,6.15,20,30
COTTON,HUMID,HUMID,RAINY,0.2,20,30
COTTON,HUMID,HUMID,NORMAL,5.0,30,40
COTTON,HUMID,HUMID,SUNNY,6.5,30,40
COTTON,HUMID,HUMID,RAINY,0.3,30,40
COTTON,HUMID,HUMID,NORMAL,5.15,40,50
COTTON,HUMID,HUMID,SUNNY,6.65,40,50
COTTON,HUMID,HUMID,RAINY,0.2,40,50
COTTON,WET,DESERT,NORMAL,5.15,10,20
COTTON,WET,DESERT,SUNNY,6.65,10,20
COTTON,WET,DESERT,RAINY,0.2,10,20
COTTON,WET,DESERT,NORMAL,6.15,20,30
COTTON,WET,DESERT,SUNNY,7.65,20,30
COTTON,WET,DESERT,RAINY,0.3,20,30
COTTON,WET,DESERT,NORMAL,7.15,30,40
COTTON,WET,DESERT,SUNNY,8.65,30,40
COTTON,WET,DESERT,RAINY,0.8,30,40
COTTON,WET,DESERT,NORMAL,8.15,40,50
COTTON,WET,DESERT,SUNNY,9.65,40,50
COTTON,WET,DESERT,RAINY,0.15,40,50
COTTON,WET,SEMI ARID,NORMAL,4.37,10,20
COTTON,WET,SEMI ARID,SUNNY,5.87,10,20
COTTON,WET,SEMI ARID,RAINY,0.1,10,20
COTTON,WET,SEMI ARID,NORMAL,5.3,20,30
COTTON,WET,SEMI ARID,SUNNY,6.8,20,30
COTTON,WET,SEMI ARID,RAINY,0.2,20,30
COTTON,WET,SEMI ARID,NORMAL,6.3,30,40
COTTON,WET,SEMI ARID,SUNNY,7.8,30,40
COTTON,WET,SEMI ARID,RAINY,0.3,30,40
COTTON,WET,SEMI ARID,NORMAL,7.2,40,50
COTTON,WET,SEMI ARID,SUNNY,8.7,40,50
COTTON,WET,SEMI ARID,RAINY,0.8,40,50
COTTON,WET,SEMI HUMID,NORMAL,3.345,10,20
COTTON,WET,SEMI HUMID,SUNNY,4.85,10,20
COTTON,WET,SEMI HUMID,RAINY,0.1,10,20
COTTON,WET,SEMI HUMID,NORMAL,4.4,20,30
COTTON,WET,SEMI HUMID,SUNNY,5.9,20,30
COTTON,WET,SEMI HUMID,RAINY,0.1,20,30
COTTON,WET,SEMI HUMID,NORMAL,5.54,30,40
COTTON,WET,SEMI HUMID,SUNNY,7.04,30,40
COTTON,WET,SEMI HUMID,RAINY,0.2,30,40
COTTON,WET,SEMI HUMID,NORMAL,6.52,40,50
COTTON,WET,SEMI HUMID,SUNNY,8.02,40,50
COTTON,WET,SEMI HUMID,RAINY,0.3,40,50
COTTON,WET,HUMID,NORMAL,2.06,10,20
COTTON,WET,HUMID,SUNNY,3.56,10,20
COTTON,WET,HUMID,RAINY,0.1,10,20
COTTON,WET,HUMID,NORMAL,3.0,20,30
COTTON,WET,HUMID,SUNNY,4.5,20,30
COTTON,WET,HUMID,RAINY,0.1,20,30
COTTON,WET,HUMID,NORMAL,4.1,30,40
COTTON,WET,HUMID,SUNNY,5.6,30,40
COTTON,WET,HUMID,RAINY,0.1,30,40
COTTON,WET,HUMID,NORMAL,5.15,40,50
COTTON,WET,HUMID,SUNNY,6.65,40,50
COTTON,WET,HUMID,RAINY,0.2,40,50
SUGARCANE,DRY,DESERT,NORMAL,10.54,10,20
SUGARCANE,DRY,DESERT,SUNNY,12.0,10,20
SUGARCANE,DRY,DESERT,RAINY,2.54,10,20
SUGARCANE,DRY,DESERT,NORMAL,11.5,20,30
SUGARCANE,DRY,DESERT,SUNNY,13.0,20,30
SUGARCANE,DRY,DESERT,RAINY,3.5,20,30
SUGARCANE,DRY,DESERT,NORMAL,12.4,30,40
SUGARCANE,DRY,DESERT,SUNNY,14.0,30,40
SUGARCANE,DRY,DESERT,RAINY,4.4,30,40
SUGARCANE,DRY,DESERT,NORMAL,13.6,40,50
SUGARCANE,DRY,DESERT,SUNNY,15.0,40,50
SUGARCANE,DRY,DESERT,RAINY,5.6,40,50
SUGARCANE,DRY,SEMI ARID,NORMAL,9.6,10,20
SUGARCANE,DRY,SEMI ARID,SUNNY,11.0,10,20
SUGARCANE,DRY,SEMI ARID,RAINY,1.6,10,20
SUGARCANE,DRY,SEMI ARID,NORMAL,10.7,20,30
SUGARCANE,DRY,SEMI ARID,SUNNY,12.2,20,30
SUGARCANE,DRY,SEMI ARID,RAINY,2.7,20,30
SUGARCANE,DRY,SEMI ARID,NORMAL,11.6,30,40
SUGARCANE,DRY,SEMI ARID,SUNNY,13.1,30,40
SUGARCANE,DRY,SEMI ARID,RAINY,3.6,30,40
SUGARCANE,DRY,SEMI ARID,NORMAL,12.5,40,50
SUGARCANE,DRY,SEMI ARID,SUNNY,14.0,40,50
SUGARCANE,DRY,SEMI ARID,RAINY,4.5,40,50
SUGARCANE,DRY,SEMI HUMID,NORMAL,8.4,10,20
SUGARCANE,DRY,SEMI HUMID,SUNNY,9.9,10,20
SUGARCANE,DRY,SEMI HUMID,RAINY,0.4,10,20
SUGARCANE,DRY,SEMI HUMID,NORMAL,9.5,20,30
SUGARCANE,DRY,SEMI HUMID,SUNNY,11.0,20,30
SUGARCANE,DRY,SEMI HUMID,RAINY,1.5,20,30
SUGARCANE,DRY,SEMI HUMID,NORMAL,10.4,30,40
SUGARCANE,DRY,SEMI HUMID,SUNNY,11.9,30,40
SUGARCANE,DRY,SEMI HUMID,RAINY,2.4,30,40
SUGARCANE,DRY,SEMI HUMID,NORMAL,11.35,40,50
SUGARCANE,DRY,SEMI HUMID,SUNNY,12.85,40,50
SUGARCANE,DRY,SEMI HUMID,RAINY,3.3,40,50
SUGARCANE,DRY,HUMID,NORMAL,6.9,10,20
SUGARCANE,DRY,HUMID,SUNNY,8.4,10,20
SUGARCANE,DRY,HUMID,RAINY,0.5,10,20
SUGARCANE,DRY,HUMID,NORMAL,7.82,20,30
SUGARCANE,DRY,HUMID,SUNNY,9.32,20,30
SUGARCANE,DRY,HUMID,RAINY,0.8,20,30
SUGARCANE,DRY,HUMID,NORMAL,8.85,30,40
SUGARCANE,DRY,HUMID,SUNNY,10.35,30,40
SUGARCANE,DRY,HUMID,RAINY,0.85,30,40
SUGARCANE,DRY,HUMID,NORMAL,9.7,40,50
SUGARCANE,DRY,HUMID,SUNNY,11.2,40,50
SUGARCANE,DRY,HUMID,RAINY,1.7,40,50
SUGARCANE,HUMID,DESERT,NORMAL,8.06,10,20
SUGARCANE,HUMID,DESERT,SUNNY,9.56,10,20
SUGARCANE,HUMID,DESERT,RAINY,0.1,10,20
SUGARCANE,HUMID,DESERT,NORMAL,9.1,20,30
SUGARCANE,HUMID,DESERT,SUNNY,10.6,20,30
SUGARCANE,HUMID,DESERT,RAINY,1.1,20,30
SUGARCANE,HUMID,DESERT,NORMAL,10.25,30,40
SUGARCANE,HUMID,DESERT,SUNNY,11.75,30,40
SUGARCANE,HUMID,DESERT,RAINY,2.25,30,40
SUGARCANE,HUMID,DESERT,NORMAL,11.1,40,50
SUGARCANE,HUMID,DESERT,SUNNY,12.6,40,50
SUGARCANE,HUMID,DESERT,RAINY,3.1,40,50
SUGARCANE,HUMID,SEMI ARID,NORMAL,7.15,10,20
SUGARCANE,HUMID,SEMI ARID,SUNNY,8.65,10,20
SUGARCANE,HUMID,SEMI ARID,RAINY,0.8,10,20
SUGARCANE,HUMID,SEMI ARID,NORMAL,8.1,20,30
SUGARCANE,HUMID,SEMI ARID,SUNNY,9.6,20,30
SUGARCANE,HUMID,SEMI ARID,RAINY,0.1,20,30
SUGARCANE,HUMID,SEMI ARID,NORMAL,9.2,30,40
SUGARCANE,HUMID,SEMI ARID,SUNNY,10.7,30,40
SUGARCANE,HUMID,SEMI ARID,RAINY,1.2,30,40
SUGARCANE,HUMID,SEMI ARID,NORMAL,10.1,40,50
SUGARCANE,HUMID,SEMI ARID,SUNNY,11.6,40,50
SUGARCANE,HUMID,SEMI ARID,RAINY,2.1,40,50
SUGARCANE,HUMID,SEMI HUMID,NORMAL,5.88,10,20
SUGARCANE,HUMID,SEMI HUMID,SUNNY,7.38,10,20
SUGARCANE,HUMID,SEMI HUMID,RAINY,0.3,10,20
SUGARCANE,HUMID,SEMI HUMID,NORMAL,6.8,20,30
SUGARCANE,HUMID,SEMI HUMID,SUNNY,8.6,20,30
SUGARCANE,HUMID,SEMI HUMID,RAINY,0.6,20,30
SUGARCANE,HUMID,SEMI HUMID,NORMAL,7.9,30,40
SUGARCANE,HUMID,SEMI HUMID,SUNNY,9.4,30,40
SUGARCANE,HUMID,SEMI HUMID,RAINY,0.8,30,40
SUGARCANE,HUMID,SEMI HUMID,NORMAL,8.7,40,50
SUGARCANE,HUMID,SEMI HUMID,SUNNY,10.5,40,50
SUGARCANE,HUMID,SEMI HUMID,RAINY,0.7,40,50
SUGARCANE,HUMID,HUMID,NORMAL,4.34,10,20
SUGARCANE,HUMID,HUMID,SUNNY,5.84,10,20
SUGARCANE,HUMID,HUMID,RAINY,0.2,10,20
SUGARCANE,HUMID,HUMID,NORMAL,5.3,20,30
SUGARCANE,HUMID,HUMID,SUNNY,6.8,20,30
SUGARCANE,HUMID,HUMID,RAINY,0.3,20,30
SUGARCANE,HUMID,HUMID,NORMAL,6.35,30,40
SUGARCANE,HUMID,HUMID,SUNNY,7.85,30,40
SUGARCANE,HUMID,HUMID,RAINY,0.5,30,40
SUGARCANE,HUMID,HUMID,NORMAL,7.32,40,50
SUGARCANE,HUMID,HUMID,SUNNY,8.82,40,50
SUGARCANE,HUMID,HUMID,RAINY,0.8,40,50
SUGARCANE,WET,DESERT,NORMAL,6.2,10,20
SUGARCANE,WET,DESERT,SUNNY,7.7,10,20
SUGARCANE,WET,DESERT,RAINY,0.5,10,20
SUGARCANE,WET,DESERT,NORMAL,7.2,20,30
SUGARCANE,WET,DESERT,SUNNY,8.7,20,30
SUGARCANE,WET,DESERT,RAINY,0.8,20,30
SUGARCANE,WET,DESERT,NORMAL,8.3,30,40
SUGARCANE,WET,DESERT,SUNNY,9.8,30,40
SUGARCANE,WET,DESERT,RAINY,0.3,30,40
SUGARCANE,WET,DESERT,NORMAL,9.4,40,50
SUGARCANE,WET,DESERT,SUNNY,10.9,40,50
SUGARCANE,WET,DESERT,RAINY,1.4,40,50
SUGARCANE,WET,SEMI ARID,NORMAL,5.3,10,20
SUGARCANE,WET,SEMI ARID,SUNNY,6.8,10,20
SUGARCANE,WET,SEMI ARID,RAINY,0.3,10,20
SUGARCANE,WET,SEMI ARID,NORMAL,6.25,20,30
SUGARCANE,WET,SEMI ARID,SUNNY,7.75,20,30
SUGARCANE,WET,SEMI ARID,RAINY,0.5,20,30
SUGARCANE,WET,SEMI ARID,NORMAL,7.35,30,40
SUGARCANE,WET,SEMI ARID,SUNNY,8.85,30,40
SUGARCANE,WET,SEMI ARID,RAINY,0.8,30,40
SUGARCANE,WET,SEMI ARID,NORMAL,8.34,40,50
SUGARCANE,WET,SEMI ARID,SUNNY,9.84,40,50
SUGARCANE,WET,SEMI ARID,RAINY,0.34,40,50
SUGARCANE,WET,SEMI HUMID,NORMAL,4.0,10,20
SUGARCANE,WET,SEMI HUMID,SUNNY,5.5,10,20
SUGARCANE,WET,SEMI HUMID,RAINY,0.2,10,20
SUGARCANE,WET,SEMI HUMID,NORMAL,5.06,20,30
SUGARCANE,WET,SEMI HUMID,SUNNY,6.56,20,30
SUGARCANE,WET,SEMI HUMID,RAINY,0.3,20,30
SUGARCANE,WET,SEMI HUMID,NORMAL,6.04,30,40
SUGARCANE,WET,SEMI HUMID,SUNNY,7.56,30,40
SUGARCANE,WET,SEMI HUMID,RAINY,0.5,30,40
SUGARCANE,WET,SEMI HUMID,NORMAL,7.05,40,50
SUGARCANE,WET,SEMI HUMID,SUNNY,8.56,40,50
SUGARCANE,WET,SEMI HUMID,RAINY,0.8,40,50
SUGARCANE,WET,HUMID,NORMAL,2.48,10,20
SUGARCANE,WET,HUMID,SUNNY,3.98,10,20
